SimTime,COG Pos.x [m],COG Pos.y [m],COG Pos.z [m],Port Pos.x [m],Port Pos.y [m],Port Pos.z [m],COG Vel.x [m],COG Vel.y [m],COG Vel.z [m],Port Vel.x [m],Port Vel.y [m],Port Vel.z [m],Rot Angle.x [deg],Rot Angle.y [deg],Rot Angle.z [deg],Rot. Rate.x [deg/s],Rot. Rate.y [deg/s],Rot. Rate.z [deg/s],Rot. Rate.x [deg/s] (VLCS),Rot. Rate.y [deg/s] (VLCS),Rot. Rate.Z [deg/s] (VLCS),Tank mass [kg],THC.z,THC.y,THC.x,RHC.z,RHC.y,RHC.x,MFDLeft,MFDRight,MyROT.m11,MyROT.m12,MyROT.m13,MyROT.m21,MyROT.m22,MyROT.m23,MyROT.m31,MyROT.m32,MyROT.m33,TgtRot.m11,TgtRot.m12,TgtRot.m13,TgtRot.m21,TgtRot.m22,TgtRot.m23,TgtRot.m31,TgtRot.m32,TgtRot.m33,MyAngVel.x,MyAngVel.y,MyAngVel.z,TgtAngVel.x,TgtAngVel.y,TgtAngVel.z,RelPos.x,RelPos.y,RelPos.z,RelVel.x,RelVel.y,RelVel.z,MySs.x,MySs.y,MySs.z,TgtSs.x,TgtSs.y,TgtSs.z,MyLVPos.x,MyLVPos.y,MyLVPos.z,MyLVVel.x,MyLVVel.y,MyLVVel.z,TgtLVPos.x,TgtLVPos.y,TgtLVPos.z,TgtLVVel.x,TgtLVVel.y,TgtLVVel.z,MyDockPos.x,MyDockPos.y,MyDockPos.z,MyDockDir.x,MyDockDir.y,MyDockDir.z,MyDockRot.x,MyDockRot.y,MyDockRot.z,TgtDockPos.x,TgtDockPos.y,TgtDockPos.z,TgtDockDir.x,TgtDockDir.y,TgtDockDir.z,TgtDockRot.x,TgtDockRot.y,TgtDockRot.z,Lateral Offset,Lateral Velocity,Ideal Approach Vel,Angle to Port,Approach Cone,Max Rot Angle,Max Rot Velocity,Shifted_SimTime
0.1391,83.467,-25.792,3.694,79.798,-24.277,3.524,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.339,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.977,-0.0395,-0.2097,-0.21,-0.3519,-0.9122,-0.0378,0.9352,-0.3521,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.091,-0.015,0.109,41.3959,114.8877,18.2969,0.0,0.0435,-0.3742,0.0,0.0,0.0,4230441.3448,3320553.9478,4046911.7353,-3057.6766,-3552.9844,6107.8179,4230399.9488,3320439.0602,4046893.4384,-3057.5856,-3552.9694,6107.7089,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.055189502285337,0.15472879499304582,-0.417335,6.178564271390259,14.717484098793445,,,0.3419
0.3419,83.454,-25.824,3.691,79.785,-24.306,3.521,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.368,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.977,-0.0395,-0.2093,-0.2097,-0.3522,-0.9121,-0.0377,0.9351,-0.3524,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0909,-0.015,0.1091,41.3775,114.8846,18.319,0.0,0.0435,-0.3742,0.0,0.0,0.0,4229819.1635,3319831.0236,4048154.2263,-3058.8016,-3553.8674,6106.7414,4229777.7861,3319716.139,4048135.9073,-3058.7107,-3553.8524,6106.6323,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.086442014962486,0.15472879499304582,-0.41727,6.197789891692818,14.715191848044235,,,0.5512
0.5512,83.44,-25.856,3.688,79.772,-24.337,3.518,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.397,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9771,-0.0396,-0.209,-0.2093,-0.3525,-0.9121,-0.0375,0.935,-0.3528,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0909,-0.015,0.1091,41.3584,114.8815,18.3419,0.0,0.0435,-0.3742,0.0,0.0,0.0,4229178.2494,3319086.423,4049433.4194,-3059.96,-3554.7766,6105.6325,4229136.891,3318971.5415,4049415.0775,-3059.8691,-3554.7616,6105.5234,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.117696682517778,0.15472879499304582,-0.4172,6.194629423827112,14.712723270314317,,,0.7651
0.7651,83.427,-25.889,3.685,79.759,-24.367,3.515,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.427,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9772,-0.0397,-0.2086,-0.209,-0.3529,-0.912,-0.0374,0.9348,-0.3531,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0909,-0.015,0.1092,41.339,114.8783,18.3652,0.0,0.0435,-0.3742,0.0,0.0,0.0,4228525.2713,3318327.9006,4050735.9544,-3061.1395,-3555.7022,6104.5028,4228483.9323,3318213.0223,4050717.5892,-3061.0487,-3555.6873,6104.3937,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.149943518103438,0.15472879499304582,-0.41713500000000003,6.213195073913305,14.710431019565108,,,0.9679
0.9679,83.413,-25.92,3.682,79.747,-24.397,3.512,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.456,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9773,-0.0398,-0.2082,-0.2087,-0.3532,-0.912,-0.0373,0.9347,-0.3535,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0908,-0.015,0.1092,41.3206,114.8753,18.3873,0.0,0.0435,-0.3742,0.0,0.0,0.0,4227906.1561,3317608.8023,4051970.2553,-3062.2573,-3556.5794,6103.4318,4227864.8354,3317493.9271,4051951.868,-3062.1665,-3556.5644,6103.3226,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.180212451391608,0.15472879499304582,-0.41706499999999996,6.216397115997001,14.707962441835189,,,1.1796
1.1796,83.4,-25.953,3.679,79.734,-24.427,3.509,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.486,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9774,-0.0398,-0.2078,-0.2083,-0.3535,-0.9119,-0.0371,0.9346,-0.3538,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0908,-0.015,0.1092,41.3014,114.8721,18.4104,0.0,0.0435,-0.3742,0.0,0.0,0.0,4227256.7948,3316854.6649,4053264.1401,-3063.4291,-3557.4988,6102.3085,4227215.4934,3316739.7928,4053245.7297,-3063.3383,-3557.4839,6102.1993,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.212463638506012,0.15472879499304582,-0.41700000000000004,6.234943997433876,14.70567019108598,,,1.3837
1.3837,83.386,-25.984,3.676,79.721,-24.457,3.506,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.515,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9774,-0.0399,-0.2075,-0.208,-0.3539,-0.9119,-0.037,0.9344,-0.3542,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0908,-0.015,0.1093,41.2829,114.869,18.4327,0.0,0.0435,-0.3742,0.0,0.0,0.0,4226630.9893,3316127.9724,4054510.3951,-3064.5578,-3558.3844,6101.2261,4226589.7065,3316013.1034,4054491.9624,-3064.467,-3558.3694,6101.1168,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.242736747526923,0.15472879499304582,-0.41692999999999997,6.232426798964274,14.70320161335606,,,1.5956
1.5956,83.373,-26.017,3.673,79.708,-24.488,3.502,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.545,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9775,-0.04,-0.2071,-0.2077,-0.3542,-0.9118,-0.0369,0.9343,-0.3545,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0907,-0.0149,0.1093,41.2636,114.8659,18.456,0.0,0.0435,-0.3742,0.0,0.0,0.0,4225979.1792,3315371.1754,4055807.7141,-3065.7327,-3559.3062,6100.0987,4225937.9156,3315256.3095,4055789.2582,-3065.642,-3559.2912,6099.9894,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.2749922549941,0.15472879499304582,-0.41686500000000004,6.237338342387974,14.70090936260685,,,1.7972
1.7972,83.359,-26.048,3.67,79.696,-24.517,3.499,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.573,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9776,-0.0401,-0.2067,-0.2074,-0.3545,-0.9118,-0.0368,0.9342,-0.3549,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0907,-0.0149,0.1094,41.2453,114.8628,18.478,0.0,0.0435,-0.3742,0.0,0.0,0.0,4225361.604,3314654.2144,4057036.215,-3066.8454,-3560.1791,6099.0306,4225320.3587,3314539.3516,4057017.737,-3066.7547,-3560.1641,6098.9213,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.305269510119068,0.15472879499304582,-0.41679499999999997,6.2545130674215565,14.698440784876931,,,2.0218
2.0218,83.352,-26.065,3.668,79.689,-24.534,3.498,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.59,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9776,-0.0401,-0.2065,-0.2072,-0.3547,-0.9117,-0.0367,0.9341,-0.3551,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0907,-0.0149,0.1094,41.235,114.8611,18.4905,0.0,0.0435,-0.3742,0.0,0.0,0.0,4225012.0896,3314248.4903,4057731.188,-3067.4748,-3560.6728,6098.4262,4224970.8546,3314133.6292,4057712.6975,-3067.3842,-3560.6579,6098.3168,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.32182457581541,0.15472879499304582,-0.41676,6.242149964848862,14.697206496011974,,,2.223
