SimTime,COG Pos.x [m],COG Pos.y [m],COG Pos.z [m],Port Pos.x [m],Port Pos.y [m],Port Pos.z [m],COG Vel.x [m],COG Vel.y [m],COG Vel.z [m],Port Vel.x [m],Port Vel.y [m],Port Vel.z [m],Rot Angle.x [deg],Rot Angle.y [deg],Rot Angle.z [deg],Rot. Rate.x [deg/s],Rot. Rate.y [deg/s],Rot. Rate.z [deg/s],Rot. Rate.x [deg/s] (VLCS),Rot. Rate.y [deg/s] (VLCS),Rot. Rate.Z [deg/s] (VLCS),Tank mass [kg],THC.z,THC.y,THC.x,RHC.x,RHC.y,RHC.z,MFDLeft,MFDRight,MyROT.m11,MyROT.m12,MyROT.m13,MyROT.m21,MyROT.m22,MyROT.m23,MyROT.m31,MyROT.m32,MyROT.m33,TgtRot.m11,TgtRot.m12,TgtRot.m13,TgtRot.m21,TgtRot.m22,TgtRot.m23,TgtRot.m31,TgtRot.m32,TgtRot.m33,MyAngVel.x,MyAngVel.y,MyAngVel.z,TgtAngVel.x,TgtAngVel.y,TgtAngVel.z,RelPos.x,RelPos.y,RelPos.z,RelVel.x,RelVel.y,RelVel.z,MySs.x,MySs.y,MySs.z,TgtSs.x,TgtSs.y,TgtSs.z,MyLVPos.x,MyLVPos.y,MyLVPos.z,MyLVVel.x,MyLVVel.y,MyLVVel.z,TgtLVPos.x,TgtLVPos.y,TgtLVPos.z,TgtLVVel.x,TgtLVVel.y,TgtLVVel.z,MyDockPos.x,MyDockPos.y,MyDockPos.z,MyDockDir.x,MyDockDir.y,MyDockDir.z,MyDockRot.x,MyDockRot.y,MyDockRot.z,TgtDockPos.x,TgtDockPos.y,TgtDockPos.z,TgtDockDir.x,TgtDockDir.y,TgtDockDir.z,TgtDockRot.x,TgtDockRot.y,TgtDockRot.z,PeriscopePos.x,PeriscopePos.y,PeriscopePos.z,VLCStoISSTPLCS.m11,m12,m13,m21,m22,m23,m31,m32,m33,viewPointInt.x,viewPointInt.y,viewPointInt.z,Lateral Offset,Lateral Velocity,Ideal Approach Vel,Angle to Port,Approach Cone,Max Rot Angle,Max Rot Velocity,Shifted_SimTime
25.5853,81.844,-29.666,3.243,78.277,-27.923,3.072,-0.062,-0.151,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,24.935,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9852,-0.0477,-0.1646,-0.17,-0.3919,-0.9042,-0.0214,0.9188,-0.3942,0.0,0.0,0.0,-0.0017,-0.0017,0.0,39.1577,114.5188,21.1093,-0.0866,-0.0143,0.114,0.0,0.0435,-0.3725,0.0,0.0,0.0,4151591.5455,3229581.7963,4199199.2956,-3195.8681,-3660.974,5971.8681,4151552.3878,3229467.2774,4199178.1863,-3195.7816,-3660.9597,5971.7541,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.9857,-31.0404,3.2305,0.0399,0.4211,-0.9062,-0.0158,0.907,0.4207,-0.999,0.0025,-0.0429,0.0,6.56,-0.6033,29.842731192034016,0.15245327152934435,-0.40922,7.190698466708488,14.431305409103606,,,25.7937
25.7937,81.831,-29.698,3.238,78.265,-27.953,3.068,-0.062,-0.151,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,24.964,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9853,-0.0478,-0.1642,-0.1697,-0.3922,-0.9041,-0.0212,0.9186,-0.3945,0.0,0.0,0.0,-0.0017,-0.0017,0.0,39.1395,114.5158,21.1333,-0.0865,-0.0143,0.1141,0.0,0.0435,-0.3725,0.0,0.0,0.0,4150920.6087,3228813.2593,4200452.6775,-3197.0073,-3661.8601,5970.7156,4150881.4692,3228698.7435,4200431.5442,-3196.9208,-3661.8459,5970.6015,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.972,-31.0719,3.2255,0.0399,0.4215,-0.906,-0.0159,0.9068,0.4212,-0.999,0.0025,-0.0429,0.0,6.5732,-0.6087,29.873999531365065,0.15245327152934435,-0.409155,7.200886891763041,14.429013158354397,,,25.9961
25.9961,81.818,-29.728,3.234,78.253,-27.982,3.064,-0.062,-0.151,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,24.993,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9853,-0.0478,-0.1638,-0.1693,-0.3925,-0.904,-0.0211,0.9185,-0.3949,0.0,0.0,0.0,-0.0017,-0.0017,0.0,39.1215,114.5128,21.1571,-0.0865,-0.0143,0.1141,0.0,0.0435,-0.3725,0.0,0.0,0.0,4150254.2339,3228050.0349,4201696.8563,-3198.1382,-3662.7397,5969.571,4150215.1124,3227935.5221,4201675.6992,-3198.0517,-3662.7255,5969.4569,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.9582,-31.1014,3.2215,0.0399,0.422,-0.9057,-0.0158,0.9066,0.4217,-0.999,0.0024,-0.0428,0.0,6.5879,-0.6073,29.903390108815422,0.15245327152934435,-0.40909,7.199596890403827,14.426720907605187,,,26.2118
26.2118,81.805,-29.761,3.23,78.24,-28.012,3.059,-0.062,-0.151,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,25.024,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9854,-0.0479,-0.1634,-0.169,-0.3929,-0.9039,-0.0209,0.9184,-0.3952,0.0,0.0,0.0,-0.0017,-0.0017,0.0,39.1039,114.5099,21.1803,-0.0864,-0.0143,0.1141,0.0,0.0435,-0.3725,0.0,0.0,0.0,4149602.1646,3227303.2794,4202913.669,-3199.2442,-3663.6,5968.451,4149563.0608,3227188.7695,4202892.4886,-3199.1578,-3663.5857,5968.3369,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.9446,-31.134,3.2176,0.0398,0.4225,-0.9055,-0.0158,0.9064,0.4222,-0.9991,0.0024,-0.0429,0.0,6.6055,-0.617,29.935764914229267,0.15245327152934435,-0.409025,7.217783846691682,14.424428656855978,,,26.4287
26.4287,81.79,-29.795,3.225,78.227,-28.045,3.055,-0.062,-0.151,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,25.056,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9855,-0.0479,-0.1631,-0.1687,-0.3932,-0.9038,-0.0208,0.9182,-0.3956,0.0,0.0,0.0,-0.0017,-0.0017,0.0,39.0852,114.5069,21.2049,-0.0864,-0.0143,0.1142,0.0,0.0435,-0.3725,0.0,0.0,0.0,4148912.1981,3226513.2139,4204200.4954,-3200.4139,-3664.5097,5967.266,4148873.1129,3226398.7071,4204179.2905,-3200.3275,-3664.4954,5967.1518,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.9289,-31.1676,3.2124,0.0399,0.4229,-0.9053,-0.0159,0.9062,0.4226,-0.9991,0.0025,-0.0429,0.0,6.6108,-0.6199,29.969028179105177,0.15245327152934435,-0.40895000000000004,7.219333346545211,14.421783752145352,,,26.6355
26.6355,81.778,-29.826,3.221,78.215,-28.074,3.05,-0.062,-0.151,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,25.085,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9855,-0.048,-0.1626,-0.1683,-0.3936,-0.9038,-0.0206,0.918,-0.3959,0.0,0.0,0.0,-0.0017,-0.0017,0.0,39.0654,114.5036,21.2311,-0.0864,-0.0143,0.1142,0.0,0.0435,-0.3725,0.0,0.0,0.0,4148178.9898,3225673.7342,4205567.1737,-3201.6562,-3665.4757,5966.0068,4148139.9244,3225559.2306,4205545.9426,-3201.5699,-3665.4615,5965.8926,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.916,-31.198,3.2085,0.0398,0.4235,-0.9051,-0.0159,0.9058,0.4232,-0.999,0.0025,-0.0429,0.0,6.6323,-0.6268,29.999418611033114,0.15245327152934435,-0.40889000000000003,7.2254508924120495,14.41966782837685,,,26.8403
26.8403,81.765,-29.857,3.216,78.203,-28.103,3.046,-0.062,-0.151,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,25.114,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9856,-0.0481,-0.1623,-0.168,-0.3939,-0.9037,-0.0205,0.9179,-0.3963,0.0,0.0,0.0,-0.0017,-0.0017,0.0,39.0477,114.5007,21.2545,-0.0863,-0.0143,0.1143,0.0,0.0435,-0.3725,0.0,0.0,0.0,4147521.7079,3224921.2742,4206791.6317,-3202.7693,-3666.3413,5964.8781,4147482.6602,3224806.7735,4206770.3772,-3202.683,-3666.327,5964.7638,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.9023,-31.2287,3.2035,0.0399,0.4239,-0.9049,-0.0159,0.9057,0.4236,-0.999,0.0025,-0.0429,0.0,6.6438,-0.6319,30.02970371149206,0.15245327152934435,-0.408825,7.2362370661833255,14.417375577627638,,,27.0451
27.0451,81.752,-29.888,3.212,78.191,-28.132,3.042,-0.062,-0.151,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,25.143,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9856,-0.0481,-0.1619,-0.1677,-0.3942,-0.9036,-0.0203,0.9178,-0.3966,0.0,0.0,0.0,-0.0017,-0.0017,0.0,39.0299,114.4977,21.278,-0.0863,-0.0143,0.1143,0.0,0.0435,-0.3725,0.0,0.0,0.0,4146862.9742,3224167.2368,4208018.1357,-3203.8843,-3667.2082,5963.7469,4146823.9442,3224052.7391,4207996.8576,-3203.798,-3667.1939,5963.6326,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.8887,-31.2592,3.1996,0.0398,0.4244,-0.9047,-0.0159,0.9055,0.424,-0.9991,0.0024,-0.0429,0.0,6.6524,-0.6359,30.060097937298877,0.15245327152934435,-0.40875999999999996,7.247856806947605,14.415083326878428,,,27.2523
27.2523,81.739,-29.919,3.208,78.179,-28.161,3.037,-0.062,-0.151,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,25.172,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9857,-0.0482,-0.1615,-0.1674,-0.3945,-0.9035,-0.0202,0.9176,-0.397,0.0,0.0,0.0,-0.0017,-0.0017,0.0,39.0123,114.4948,21.3015,-0.0863,-0.0142,0.1144,0.0,0.0435,-0.3725,0.0,0.0,0.0,4146206.9029,3223416.3305,4209239.0272,-3204.9942,-3668.0711,5962.6204,4146167.8906,3223301.8357,4209217.7257,-3204.9079,-3668.0569,5962.506,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.8749,-31.2898,3.1955,0.0398,0.4249,-0.9044,-0.016,0.9053,0.4245,-0.999,0.0025,-0.0429,0.0,6.666,-0.6407,30.090493930808115,0.15245327152934435,-0.40869500000000003,7.260364175910913,14.412791076129219,,,27.4564
27.4564,81.726,-29.95,3.203,78.167,-28.19,3.033,-0.062,-0.151,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,25.201,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9857,-0.0482,-0.1612,-0.167,-0.3949,-0.9034,-0.0201,0.9175,-0.3973,0.0,0.0,0.0,-0.0017,-0.0017,0.0,38.9945,114.4919,21.3251,-0.0862,-0.0142,0.1144,0.0,0.0435,-0.3725,0.0,0.0,0.0,4145544.3205,3222658.0568,4210471.3729,-3206.1146,-3668.9421,5961.4827,4145505.326,3222543.5649,4210450.0478,-3206.0283,-3668.9278,5961.3683,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.8613,-31.3203,3.1905,0.0399,0.4253,-0.9042,-0.0159,0.905,0.425,-0.999,0.0025,-0.0429,0.0,6.684,-0.6459,30.120785331727323,0.15245327152934435,-0.40863,7.271137333187631,14.410498825380008,,,27.6727
27.6727,81.713,-29.982,3.199,78.155,-28.221,3.028,-0.062,-0.151,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,25.232,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9858,-0.0483,-0.1608,-0.1667,-0.3952,-0.9033,-0.0199,0.9173,-0.3976,0.0,0.0,0.0,-0.0017,-0.0017,0.0,38.9768,114.489,21.3485,-0.0862,-0.0142,0.1144,0.0,0.0435,-0.3725,0.0,0.0,0.0,4144888.6219,3221907.7445,4211690.2597,-3207.2227,-3669.8035,5960.357,4144849.6451,3221793.2556,4211668.9112,-3207.1365,-3669.7893,5960.2425,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.8476,-31.3518,3.1865,0.0398,0.4257,-0.904,-0.016,0.9048,0.4254,-0.999,0.0025,-0.0429,0.0,6.6973,-0.6503,30.152179440299168,0.15245327152934435,-0.40856499999999996,7.26952291555058,14.408206574630798,,,27.8793
27.8793,81.7,-30.014,3.194,78.143,-28.25,3.024,-0.062,-0.15,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,25.261,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9859,-0.0484,-0.1604,-0.1664,-0.3955,-0.9033,-0.0198,0.9172,-0.398,0.0,0.0,0.0,-0.0017,-0.0017,0.0,38.9581,114.4859,21.3733,-0.0862,-0.0142,0.1145,0.0,0.0435,-0.3725,0.0,0.0,0.0,4144192.9529,3221111.7851,4212982.736,-3208.3978,-3670.7169,5959.1626,4144153.9948,3220997.2992,4212961.3627,-3208.3116,-3670.7027,5959.0482,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.8338,-31.3835,3.1815,0.0398,0.4263,-0.9038,-0.016,0.9047,0.4259,-0.999,0.0025,-0.0429,0.0,6.7057,-0.6553,30.183469515614007,0.15146286673637205,-0.40850000000000003,7.29316806286872,14.40591432388159,,,28.0836
28.0836,81.687,-30.044,3.19,78.131,-28.279,3.02,-0.062,-0.15,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,25.29,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9859,-0.0484,-0.16,-0.166,-0.3958,-0.9032,-0.0196,0.917,-0.3983,0.0,0.0,0.0,-0.0017,-0.0017,0.0,38.9403,114.4829,21.397,-0.0861,-0.0142,0.1145,0.0,0.0435,-0.3725,0.0,0.0,0.0,4143529.195,3220352.4245,4214215.2428,-3209.5184,-3671.5879,5958.0232,4143490.2547,3220237.9416,4214193.8458,-3209.4323,-3671.5736,5957.9087,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.8201,-31.4129,3.1775,0.0398,0.4267,-0.9036,-0.0161,0.9043,0.4263,-0.999,0.0024,-0.0428,0.0,6.7215,-0.654,30.212878644710436,0.15146286673637205,-0.408435,7.291911420819749,14.403622073132379,,,28.2883
28.2883,81.675,-30.075,3.186,78.119,-28.308,3.015,-0.062,-0.15,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,25.319,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.986,-0.0485,-0.1597,-0.1657,-0.3962,-0.9031,-0.0195,0.9169,-0.3987,0.0,0.0,0.0,-0.0017,-0.0017,0.0,38.9227,114.48,21.4204,-0.0861,-0.0142,0.1146,0.0,0.0435,-0.3725,0.0,0.0,0.0,4142872.0595,3219600.7237,4215434.7971,-3210.6273,-3672.4496,5956.8951,4142833.1368,3219486.2437,4215413.3766,-3210.5412,-3672.4354,5956.7806,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.8074,-31.4436,3.1735,0.0398,0.4272,-0.9034,-0.0161,0.9042,0.4269,-0.999,0.0025,-0.0429,0.0,6.7392,-0.664,30.243283899074186,0.15146286673637205,-0.408375,7.2980080948977655,14.401506149363877,,,28.4889
28.4889,81.662,-30.105,3.181,78.107,-28.337,3.011,-0.062,-0.15,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,25.347,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.986,-0.0485,-0.1593,-0.1654,-0.3965,-0.903,-0.0193,0.9168,-0.399,0.0,0.0,0.0,-0.0017,-0.0017,0.0,38.9051,114.4771,21.4438,-0.086,-0.0142,0.1146,0.0,0.0435,-0.3725,0.0,0.0,0.0,4142216.7113,3218851.1504,4216650.3852,-3211.7326,-3673.3086,5955.7702,4142177.8062,3218736.6733,4216628.9414,-3211.6465,-3673.2944,5955.6556,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.7938,-31.4731,3.1686,0.0398,0.4276,-0.9031,-0.016,0.9039,0.4272,-0.9991,0.0024,-0.0429,0.0,6.7489,-0.6689,30.272591332755113,0.15146286673637205,-0.40831,7.295885407187261,14.399213898614668,,,28.6904
28.6904,81.65,-30.136,3.177,78.096,-28.365,3.007,-0.062,-0.15,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,25.376,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9861,-0.0486,-0.1589,-0.1651,-0.3968,-0.9029,-0.0192,0.9166,-0.3993,0.0,0.0,0.0,-0.0017,-0.0017,0.0,38.8879,114.4743,21.4668,-0.086,-0.0142,0.1146,0.0,0.0435,-0.3725,0.0,0.0,0.0,4141573.0289,3218115.0006,4217843.7041,-3212.8177,-3674.1517,5954.6654,4141534.141,3218000.5264,4217822.2373,-3212.7316,-3674.1375,5954.5508,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.7811,-31.5037,3.1645,0.0397,0.4281,-0.9029,-0.0161,0.9037,0.4277,-0.999,0.0025,-0.0429,0.0,6.7633,-0.6738,30.303000264000264,0.15146286673637205,-0.40825,7.321211859703808,14.397097974846167,,,28.8938
28.8938,81.637,-30.166,3.173,78.084,-28.394,3.002,-0.062,-0.15,-0.021,-0.058,-0.142,-0.021,-0.142,-2.458,25.404,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9861,-0.0486,-0.1586,-0.1648,-0.3971,-0.9029,-0.0191,0.9165,-0.3996,0.0,0.0,0.0,-0.0017,-0.0017,0.0,38.8705,114.4714,21.4899,-0.086,-0.0142,0.1147,0.0,0.0435,-0.3725,0.0,0.0,0.0,4140924.4115,3217373.2874,4219045.5406,-3213.9105,-3675.0009,5953.5522,4140885.541,3217258.816,4219024.0507,-3213.8245,-3674.9867,5953.4375,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.7675,-31.5333,3.1605,0.0397,0.4285,-0.9028,-0.0161,0.9035,0.4281,-0.999,0.0025,-0.0429,0.0,6.767,-0.6776,30.332416405555296,0.15146286673637205,-0.408185,7.320893094057812,14.394805724096955,,,29.0969
29.0969,81.624,-30.197,3.168,78.072,-28.423,2.998,-0.062,-0.15,-0.022,-0.058,-0.142,-0.022,-0.142,-2.458,25.433,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9862,-0.0487,-0.1582,-0.1644,-0.3974,-0.9028,-0.0189,0.9163,-0.4,0.0,0.0,0.0,-0.0017,-0.0017,0.0,38.8531,114.4685,21.5132,-0.0859,-0.0142,0.1147,0.0,0.0435,-0.3725,0.0,0.0,0.0,4140271.7849,3216627.0708,4220254.1659,-3215.0096,-3675.8548,5952.4321,4140232.9318,3216512.6023,4220232.6527,-3214.9236,-3675.8406,5952.3174,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.7537,-31.5638,3.1555,0.0398,0.429,-0.9025,-0.0162,0.9033,0.4286,-0.999,0.0024,-0.0428,0.0,6.7869,-0.6772,30.36272440015882,0.1516047492659778,-0.40812,7.331627526429736,14.392513473347744,,,29.2977
29.2977,81.612,-30.227,3.164,78.061,-28.451,2.994,-0.062,-0.15,-0.022,-0.058,-0.142,-0.022,-0.142,-2.458,25.462,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9863,-0.0488,-0.1578,-0.1641,-0.3978,-0.9027,-0.0188,0.9162,-0.4003,0.0,0.0,0.0,-0.0017,-0.0017,0.0,38.8356,114.4656,21.5366,-0.0859,-0.0142,0.1148,0.0,0.0435,-0.3725,0.0,0.0,0.0,4139617.7421,3215879.3175,4221464.773,-3216.1105,-3676.7101,5951.3097,4139578.9065,3215764.8519,4221443.2364,-3216.0246,-3676.6959,5951.195,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.741,-31.5934,3.1515,0.0397,0.4294,-0.9023,-0.0162,0.9031,0.4291,-0.999,0.0025,-0.0429,0.0,6.8077,-0.6874,30.392144132982786,0.1516047492659778,-0.40806,7.3440891869173415,14.390397549579243,,,29.5003
29.5003,81.599,-30.257,3.16,78.049,-28.48,2.989,-0.062,-0.15,-0.022,-0.058,-0.142,-0.022,-0.142,-2.458,25.49,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9863,-0.0488,-0.1575,-0.1638,-0.3981,-0.9026,-0.0186,0.916,-0.4006,0.0,0.0,0.0,-0.0017,-0.0017,0.0,38.8184,114.4628,21.5596,-0.0859,-0.0142,0.1148,0.0,0.0435,-0.3725,0.0,0.0,0.0,4138972.9612,3215142.2329,4222657.6068,-3217.1952,-3677.5527,5950.2033,4138934.1428,3215027.7701,4222636.0472,-3217.1094,-3677.5386,5950.0885,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.7274,-31.6228,3.1475,0.0397,0.4298,-0.9021,-0.0162,0.9028,0.4295,-0.999,0.0025,-0.0429,0.0,6.816,-0.6917,30.421565525133648,0.1516047492659778,-0.407995,7.343797674784786,14.388105298830034,,,29.7066
29.7066,81.586,-30.288,3.155,78.037,-28.509,2.985,-0.062,-0.15,-0.022,-0.058,-0.142,-0.022,-0.142,-2.458,25.519,0.0,0.0,0.141,0.0,0.0,0.0,875.779,-0.0,0.0,-0.0,0.0,0.0,-0.089,0.0,0.0,0.6804,-0.5948,-0.428,-0.3584,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9864,-0.0489,-0.1571,-0.1635,-0.3984,-0.9025,-0.0185,0.9159,-0.401,0.0,0.0,0.0,-0.0017,-0.0017,0.0,38.801,114.4599,21.5828,-0.0858,-0.0142,0.1148,0.0,0.0435,-0.3725,0.0,0.0,0.0,4138321.4248,3214397.507,4223862.3049,-3218.2908,-3678.4038,5949.0853,4138282.6238,3214283.0471,4223840.7221,-3218.205,-3678.3896,5948.9704,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,80.7136,-31.6535,3.1425,0.0398,0.4303,-0.9018,-0.0162,0.9027,0.43,-0.999,0.0025,-0.0429,0.0,6.8293,-0.697,30.45187956432246,0.1516047492659778,-0.40793,7.35452080823607,14.385813048080824,,,29.9087
