SimTime,COG Pos.x [m],COG Pos.y [m],COG Pos.z [m],Port Pos.x [m],Port Pos.y [m],Port Pos.z [m],COG Vel.x [m],COG Vel.y [m],COG Vel.z [m],Port Vel.x [m],Port Vel.y [m],Port Vel.z [m],Rot Angle.x [deg],Rot Angle.y [deg],Rot Angle.z [deg],Rot. Rate.x [deg/s],Rot. Rate.y [deg/s],Rot. Rate.z [deg/s],Rot. Rate.x [deg/s] (VLCS),Rot. Rate.y [deg/s] (VLCS),Rot. Rate.Z [deg/s] (VLCS),Tank mass [kg],THC.z,THC.y,THC.x,RHC.x,RHC.y,RHC.z,MFDLeft,MFDRight,MyROT.m11,MyROT.m12,MyROT.m13,MyROT.m21,MyROT.m22,MyROT.m23,MyROT.m31,MyROT.m32,MyROT.m33,TgtRot.m11,TgtRot.m12,TgtRot.m13,TgtRot.m21,TgtRot.m22,TgtRot.m23,TgtRot.m31,TgtRot.m32,TgtRot.m33,MyAngVel.x,MyAngVel.y,MyAngVel.z,TgtAngVel.x,TgtAngVel.y,TgtAngVel.z,RelPos.x,RelPos.y,RelPos.z,RelVel.x,RelVel.y,RelVel.z,MySs.x,MySs.y,MySs.z,TgtSs.x,TgtSs.y,TgtSs.z,MyLVPos.x,MyLVPos.y,MyLVPos.z,MyLVVel.x,MyLVVel.y,MyLVVel.z,TgtLVPos.x,TgtLVPos.y,TgtLVPos.z,TgtLVVel.x,TgtLVVel.y,TgtLVVel.z,MyDockPos.x,MyDockPos.y,MyDockPos.z,MyDockDir.x,MyDockDir.y,MyDockDir.z,MyDockRot.x,MyDockRot.y,MyDockRot.z,TgtDockPos.x,TgtDockPos.y,TgtDockPos.z,TgtDockDir.x,TgtDockDir.y,TgtDockDir.z,TgtDockRot.x,TgtDockRot.y,TgtDockRot.z,PeriscopePos.x,PeriscopePos.y,PeriscopePos.z,VLCStoISSTPLCS.m11,m12,m13,m21,m22,m23,m31,m32,m33,viewPointInt.x,viewPointInt.y,viewPointInt.z,Lateral Offset,Lateral Velocity,Ideal Approach Vel,Angle to Port,Approach Cone,Max Rot Angle,Max Rot Velocity,Shifted_SimTime
348.7698,29.82,-0.166,0.034,25.849,-0.024,-0.019,-0.119,0.018,0.004,-0.119,0.015,0.003,0.535,-0.757,0.941,0.001,-0.005,-0.052,-0.003,0.0,0.0,852.613,-0.0,0.0,-0.0,0.0,0.0,-0.089,0.0,0.0,0.6635,-0.6284,0.4061,-0.3833,-0.7516,-0.5368,0.6425,0.2005,-0.7395,0.9127,0.0248,0.4079,0.2542,-0.816,-0.5191,0.32,0.5775,-0.7511,-0.0034,-0.0001,0.0,-0.0017,-0.0017,0.0,-27.0577,37.9037,47.3767,-0.072,-0.1951,-0.053,0.0,0.0434,-0.3669,0.0,0.0,0.0,2861720.6025,1855010.7861,5802126.5696,-4694.8376,-4747.8733,3834.0744,2861747.6602,1854972.8824,5802079.1929,-4694.7656,-4747.6782,3834.1274,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.5931,-1.7704,0.0462,0.013,0.0168,-0.9997,-0.0095,0.9998,0.0166,-0.9998,-0.0092,-0.0131,0.0,-1.2788,-0.3429,0.1694461566398011,0.018439088914585774,-0.1491,2.155504122065263,5.258070564726426,,,348.9776
348.9776,29.795,-0.162,0.035,25.824,-0.021,-0.018,-0.119,0.019,0.004,-0.119,0.019,0.003,0.535,-0.758,0.935,0.001,-0.006,-0.003,-0.003,0.0,0.0,852.572,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6635,-0.6281,0.4065,-0.3833,-0.752,-0.5363,0.6426,0.2,-0.7397,0.9126,0.025,0.4082,0.2543,-0.8162,-0.5187,0.3202,0.5772,-0.7512,-0.0034,-0.0001,0.0,-0.0017,-0.0017,0.0,-27.0725,37.8634,47.3656,-0.0719,-0.1951,-0.053,0.0,0.0434,-0.3669,0.0,0.0,0.0,2860745.0862,1854024.2788,5802923.0017,-4695.6149,-4748.3771,3832.498,2860772.1587,1853986.4154,5802875.636,-4695.5429,-4748.182,3832.5511,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.5684,-1.7664,0.0473,0.0131,0.0166,-0.9998,-0.0095,0.9998,0.0164,-0.9999,-0.0093,-0.0132,0.0,-1.2813,-0.3433,0.16573774464496613,0.0194164878389476,-0.148975,2.146824222059351,5.2536623902087145,,,349.1843
349.1843,29.77,-0.158,0.036,25.799,-0.017,-0.017,-0.119,0.019,0.004,-0.119,0.022,0.004,0.535,-0.759,0.939,0.0,0.006,0.04,-0.003,0.0,0.0,852.527,-0.0,0.0,-0.0,0.0,0.178,0.0,0.0,0.0,0.6635,-0.6278,0.4069,-0.3833,-0.7523,-0.5358,0.6426,0.1996,-0.7398,0.9124,0.0251,0.4085,0.2545,-0.8164,-0.5183,0.3205,0.5769,-0.7513,-0.0025,-0.0001,0.0,-0.0017,-0.0017,0.0,-27.0874,37.8227,47.3545,-0.0719,-0.1951,-0.053,0.0,0.0434,-0.3669,0.0,0.0,0.0,2859761.1963,1853029.3634,5803725.8064,-4696.3985,-4748.8849,3830.9082,2859788.2837,1852991.5407,5803678.4519,-4696.3265,-4748.6898,3830.9612,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.5435,-1.7623,0.0485,0.0131,0.0165,-0.9997,-0.0095,0.9997,0.0163,-0.9999,-0.0094,-0.0132,0.0,-1.2804,-0.341,0.1620493751916372,0.0194164878389476,-0.14885,2.153345647872764,5.2492542156910025,,,349.3873
349.3873,29.746,-0.154,0.037,25.775,-0.012,-0.016,-0.119,0.02,0.004,-0.119,0.026,0.008,0.535,-0.753,0.952,-0.002,0.05,0.085,-0.002,0.0,0.0,852.457,-0.0,0.0,-0.0,0.0,0.476,0.0,0.0,0.0,0.6635,-0.6277,0.4072,-0.3832,-0.7526,-0.5355,0.6426,0.1992,-0.7399,0.9123,0.0252,0.4088,0.2547,-0.8166,-0.5179,0.3208,0.5766,-0.7514,-0.0018,0.0001,0.0,-0.0017,-0.0017,0.0,-27.1022,37.7824,47.3435,-0.0719,-0.1951,-0.053,0.0,0.0434,-0.3669,0.0,0.0,0.0,2858786.8474,1852044.1543,5804520.3645,-4697.174,-4749.3874,3829.3338,2858813.9496,1852006.3719,5804473.021,-4697.1021,-4749.1923,3829.3868,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.5195,-1.7585,0.0493,0.0132,0.0165,-0.9998,-0.0097,0.9999,0.0164,-0.9999,-0.0093,-0.0132,0.0,-1.2744,-0.3403,0.15838244852255567,0.02039607805437114,-0.14873,2.1751128069313777,5.245022368153999,,,349.5905
349.5905,29.722,-0.15,0.038,25.751,-0.006,-0.014,-0.119,0.02,0.004,-0.119,0.029,0.011,0.535,-0.739,0.974,-0.003,0.09,0.127,-0.001,0.001,0.0,852.393,-0.0,0.0,-0.0,0.0,0.53,0.0,0.0,0.0,0.6635,-0.6275,0.4074,-0.3833,-0.7527,-0.5353,0.6425,0.199,-0.74,0.9121,0.0254,0.4091,0.2549,-0.8168,-0.5176,0.321,0.5764,-0.7515,-0.001,0.0009,0.0,-0.0017,-0.0017,0.0,-27.1168,37.7429,47.3327,-0.0719,-0.1951,-0.053,0.0,0.0434,-0.3669,0.0,0.0,0.0,2857834.037,1851080.7806,5805296.9175,-4697.9321,-4749.8785,3827.7943,2857861.1537,1851043.0377,5805249.5848,-4697.8602,-4749.6834,3827.8472,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.4952,-1.7543,0.0504,0.013,0.0167,-0.9998,-0.0095,0.9998,0.0166,-0.9998,-0.0094,-0.0132,0.0,-1.2653,-0.3385,0.1547384890710776,0.02039607805437114,-0.14861000000000002,2.206395728834137,5.240790520616996,,,349.7966
349.7966,29.697,-0.146,0.039,25.726,0.0,-0.012,-0.119,0.02,0.005,-0.118,0.03,0.014,0.535,-0.715,1.002,-0.004,0.137,0.138,0.0,0.002,0.0,852.354,-0.0,0.0,-0.0,0.0,0.571,0.0,0.0,0.0,0.6636,-0.6275,0.4073,-0.3834,-0.7528,-0.5351,0.6423,0.1989,-0.7402,0.912,0.0255,0.4095,0.2551,-0.817,-0.5172,0.3213,0.5761,-0.7516,-0.0003,0.0016,0.0,-0.0017,-0.0017,0.0,-27.1315,37.7031,47.3218,-0.0719,-0.1951,-0.053,0.0,0.0434,-0.3669,0.0,0.0,0.0,2856874.4804,1850110.6421,5806078.5249,-4698.6951,-4750.3727,3826.2439,2856901.6119,1850072.939,5806031.2031,-4698.6233,-4750.1776,3826.2968,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.4695,-1.7504,0.0514,0.0127,0.0171,-0.9999,-0.0096,0.9999,0.017,-0.9998,-0.0093,-0.0129,0.0,-1.2501,-0.3291,0.15111915828246264,0.020615528128088305,-0.148485,2.2381421377198354,5.236382346099284,,,350.0041
350.0041,29.673,-0.142,0.04,25.702,0.006,-0.008,-0.119,0.02,0.005,-0.118,0.03,0.018,0.534,-0.682,1.031,-0.005,0.185,0.139,0.0,0.002,0.0,852.325,-0.0,0.0,-0.0,0.0,0.598,0.0,0.0,0.0,0.6638,-0.6275,0.407,-0.3837,-0.7528,-0.5349,0.642,0.1989,-0.7404,0.9118,0.0257,0.4098,0.2553,-0.8172,-0.5168,0.3216,0.5758,-0.7517,-0.0001,0.0024,0.0,-0.0017,-0.0017,0.0,-27.1463,37.6632,47.3109,-0.0718,-0.1951,-0.053,0.0,0.0434,-0.3669,0.0,0.0,0.0,2855911.9223,1849137.5265,5806862.1334,-4699.4602,-4750.8681,3824.6887,2855939.0686,1849099.8633,5806814.8225,-4699.3884,-4750.673,3824.7416,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.4447,-1.7462,0.0525,0.0123,0.0176,-0.9998,-0.0095,0.9998,0.0176,-0.9999,-0.0093,-0.0125,0.0,-1.2292,-0.3158,0.1475262688472802,0.020615528128088305,-0.148365,2.2598638770671413,5.232150498562281,,,350.2108
350.2108,29.648,-0.138,0.041,25.677,0.012,-0.004,-0.119,0.02,0.005,-0.118,0.03,0.021,0.534,-0.639,1.06,-0.006,0.229,0.139,0.0,0.003,0.0,852.299,-0.0,0.0,-0.0,0.0,0.378,0.0,0.0,0.0,0.664,-0.6275,0.4066,-0.384,-0.7528,-0.5347,0.6416,0.1989,-0.7408,0.9117,0.0258,0.4101,0.2555,-0.8173,-0.5164,0.3219,0.5756,-0.7518,-0.0001,0.0032,0.0,-0.0017,-0.0017,0.0,-27.1614,37.6228,47.2997,-0.0718,-0.1951,-0.053,0.0,0.0434,-0.3669,0.0,0.0,0.0,2854934.7696,1848149.7138,5807657.1648,-4700.2365,-4751.3706,3823.1099,2854961.9309,1848112.091,5807609.8651,-4700.1646,-4751.1755,3823.1629,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.4189,-1.7421,0.0536,0.0118,0.0181,-0.9998,-0.0096,0.9998,0.018,-0.9999,-0.0093,-0.0118,0.0,-1.212,-0.2942,0.1439618004888797,0.020615528128088305,-0.14824,2.2832601048596173,5.22774232404457,,,350.4131
350.4131,29.624,-0.134,0.042,25.653,0.018,0.0,-0.118,0.02,0.005,-0.118,0.03,0.025,0.534,-0.588,1.088,-0.007,0.276,0.14,0.0,0.004,0.0,852.27,-0.0,0.0,-0.0,0.0,0.378,0.0,0.0,0.0,0.6643,-0.6275,0.4061,-0.3844,-0.7528,-0.5344,0.6411,0.1989,-0.7413,0.9115,0.026,0.4104,0.2556,-0.8175,-0.516,0.3221,0.5753,-0.7518,-0.0001,0.004,0.0,-0.0017,-0.0017,0.0,-27.1764,37.5824,47.2886,-0.0718,-0.1951,-0.0529,0.0,0.0434,-0.3669,0.0,0.0,0.0,2853959.0704,1847163.4298,5808450.5575,-4701.0112,-4751.8721,3821.5336,2853986.2468,1847125.8474,5808403.2689,-4700.9394,-4751.677,3821.5865,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.3941,-1.7379,0.0548,0.011,0.0186,-0.9997,-0.0095,0.9997,0.0185,-0.9999,-0.0093,-0.0111,0.0,-1.1939,-0.2728,0.14042791745233568,0.020615528128088305,-0.14812,2.308280348389999,5.223510476507566,,,350.6228
350.6228,29.599,-0.129,0.043,25.628,0.025,0.006,-0.118,0.021,0.006,-0.118,0.03,0.028,0.533,-0.525,1.117,-0.008,0.32,0.14,0.0,0.005,0.0,852.244,-0.0,0.0,-0.0,0.0,0.266,0.0,0.0,0.0,0.6647,-0.6275,0.4056,-0.3849,-0.7528,-0.534,0.6404,0.1989,-0.7419,0.9114,0.0261,0.4107,0.2558,-0.8177,-0.5156,0.3224,0.575,-0.7519,-0.0001,0.0048,0.0,-0.0017,-0.0017,0.0,-27.1912,37.5432,47.2777,-0.0718,-0.1951,-0.0529,0.0,0.0434,-0.3669,0.0,0.0,0.0,2853010.7638,1846204.8911,5809221.2354,-4701.7638,-4752.3591,3820.0015,2853037.9549,1846167.348,5809173.9577,-4701.692,-4752.1641,3820.0545,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.3683,-1.7328,0.056,0.0101,0.0191,-0.9997,-0.0095,0.9998,0.0189,-0.9999,-0.0093,-0.0103,0.0,-1.1768,-0.2457,0.13597793938724032,0.021840329667841555,-0.147995,2.329235042089962,5.219102301989855,,,350.8366
350.8366,29.574,-0.125,0.044,25.603,0.031,0.012,-0.118,0.021,0.006,-0.118,0.03,0.031,0.533,-0.453,1.147,-0.009,0.355,0.141,0.0,0.006,0.0,852.223,-0.0,0.0,-0.0,0.0,0.273,0.0,0.0,0.0,0.6651,-0.6275,0.4048,-0.3854,-0.7528,-0.5336,0.6396,0.1988,-0.7426,0.9112,0.0263,0.4111,0.256,-0.8179,-0.5153,0.3227,0.5748,-0.752,-0.0001,0.0056,0.0,-0.0017,-0.0017,0.0,-27.2065,37.5023,47.2663,-0.0718,-0.1951,-0.0529,0.0,0.0434,-0.3669,0.0,0.0,0.0,2852022.4484,1845205.9705,5810023.967,-4702.5477,-4752.8664,3818.4049,2852049.6549,1845168.4682,5809976.7007,-4702.476,-4752.6713,3818.4578,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.3426,-1.7286,0.0571,0.009,0.0195,-0.9998,-0.0095,0.9997,0.0195,-0.9999,-0.0093,-0.0091,0.0,-1.1555,-0.2095,0.13251792331605564,0.021840329667841555,-0.14787,2.3518509791789093,5.214694127472144,,,351.043
351.043,29.55,-0.121,0.045,25.579,0.037,0.018,-0.118,0.021,0.006,-0.118,0.031,0.031,0.533,-0.376,1.176,-0.009,0.362,0.141,0.0,0.006,0.0,852.196,-0.0,0.0,-0.0,0.0,0.246,0.0,0.0,0.0,0.6656,-0.6275,0.404,-0.3861,-0.7528,-0.5331,0.6386,0.1988,-0.7434,0.9111,0.0264,0.4114,0.2562,-0.8181,-0.5149,0.3229,0.5745,-0.7521,-0.0001,0.0062,0.0,-0.0017,-0.0017,0.0,-27.2221,37.4609,47.2547,-0.0717,-0.1951,-0.0529,0.0,0.0434,-0.3669,0.0,0.0,0.0,2851020.1502,1844192.9789,5810837.578,-4703.3423,-4753.3804,3816.7857,2851047.3723,1844155.5179,5810790.3233,-4703.2706,-4753.1854,3816.8386,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.3178,-1.7246,0.0583,0.0077,0.0201,-0.9998,-0.0095,0.9998,0.02,-0.9999,-0.0093,-0.0079,0.0,-1.1389,-0.1733,0.12909686285886268,0.021840329667841555,-0.14775,2.3779257334810793,5.2104622799351406,,,351.2472
351.2472,29.525,-0.116,0.046,25.555,0.044,0.025,-0.118,0.021,0.006,-0.118,0.031,0.028,0.532,-0.305,1.205,-0.007,0.327,0.14,0.0,0.006,0.0,852.174,-0.0,0.0,-0.0,0.0,0.111,-0.018,0.0,0.0,0.6661,-0.6275,0.4031,-0.3868,-0.7528,-0.5326,0.6377,0.1988,-0.7442,0.9109,0.0266,0.4117,0.2564,-0.8183,-0.5145,0.3232,0.5742,-0.7522,-0.0001,0.0063,0.0,-0.0017,-0.0017,0.0,-27.2372,37.4208,47.2435,-0.0717,-0.1951,-0.0529,0.0,0.0434,-0.3668,0.0,0.0,0.0,2850047.6487,1843210.1604,5811626.5397,-4704.1129,-4753.8788,3815.2147,2850074.886,1843172.7396,5811579.2962,-4704.0412,-4753.6838,3815.2676,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.292,-1.7194,0.0596,0.0064,0.0206,-0.9998,-0.0094,0.9997,0.0206,-0.9999,-0.0093,-0.0066,0.0,-1.1159,-0.1337,0.12478781991845198,0.021840329667841555,-0.147625,2.4081188624523837,5.2060541054174285,,,351.4502
351.4502,29.502,-0.112,0.048,25.531,0.05,0.03,-0.118,0.021,0.005,-0.118,0.031,0.025,0.532,-0.244,1.233,-0.006,0.28,0.14,0.0,0.006,0.0,852.146,-0.0,0.0,-0.0,0.0,0.0,-0.041,0.0,0.0,0.6666,-0.6275,0.4023,-0.3875,-0.7528,-0.5321,0.6367,0.1988,-0.745,0.9108,0.0267,0.412,0.2566,-0.8185,-0.5141,0.3235,0.5739,-0.7523,-0.0001,0.0057,0.0,-0.0017,-0.0017,0.0,-27.2522,37.3811,47.2324,-0.0716,-0.195,-0.0529,0.0,0.0434,-0.3668,0.0,0.0,0.0,2849086.8512,1842239.2271,5812405.5609,-4704.8738,-4754.3709,3813.6627,2849114.1034,1842201.846,5812358.3285,-4704.8022,-4754.1759,3813.7155,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.2682,-1.7154,0.0618,0.0051,0.0211,-0.9998,-0.0094,0.9998,0.0211,-0.9999,-0.0093,-0.0054,0.0,-1.0977,-0.0951,0.12185236969382254,0.021587033144922906,-0.14751,2.4431170773564705,5.201998584861133,,,351.6579
351.6579,29.477,-0.108,0.049,25.507,0.056,0.035,-0.118,0.021,0.005,-0.117,0.03,0.021,0.532,-0.191,1.262,-0.004,0.236,0.14,0.0,0.005,0.0,852.119,-0.0,0.0,-0.0,0.0,0.0,-0.065,0.0,0.0,0.6671,-0.6275,0.4016,-0.3881,-0.7528,-0.5316,0.6359,0.1988,-0.7457,0.9106,0.0269,0.4123,0.2568,-0.8186,-0.5137,0.3238,0.5737,-0.7524,-0.0001,0.0049,0.0,-0.0017,-0.0017,0.0,-27.2669,37.3418,47.2214,-0.0715,-0.1949,-0.0529,0.0,0.0434,-0.3668,0.0,0.0,0.0,2848134.8051,1841277.1933,5813177.0499,-4705.6274,-4754.8581,3812.1248,2848162.072,1841239.8514,5813129.8284,-4705.5559,-4754.6631,3812.1777,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.2424,-1.7112,0.063,0.004,0.0216,-0.9997,-0.0094,0.9997,0.0215,-1.0,-0.0092,-0.0042,0.0,-1.0816,-0.0587,0.11859595271340417,0.021587033144922906,-0.147385,2.4798018272379316,5.197590410343422,,,351.8631
351.8631,29.453,-0.104,0.05,25.482,0.062,0.039,-0.118,0.021,0.005,-0.117,0.029,0.018,0.533,-0.147,1.291,-0.002,0.189,0.122,0.0,0.004,0.0,852.071,-0.0,0.0,-0.0,0.0,0.0,-0.089,0.0,0.0,0.6674,-0.6275,0.401,-0.3886,-0.7528,-0.5313,0.6352,0.1988,-0.7463,0.9105,0.027,0.4127,0.2569,-0.8188,-0.5133,0.324,0.5734,-0.7525,-0.0001,0.0041,0.0,-0.0017,-0.0017,0.0,-27.282,37.3016,47.2103,-0.0715,-0.1949,-0.0529,0.0,0.0434,-0.3668,0.0,0.0,0.0,2847160.9032,1840293.1321,5813965.8006,-4706.3979,-4755.3561,3810.5516,2847188.1852,1840255.8305,5813918.5903,-4706.3265,-4755.1612,3810.6045,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.2174,-1.7071,0.0642,0.0031,0.0222,-0.9998,-0.0093,0.9997,0.022,-0.9999,-0.0093,-0.0034,0.0,-1.0643,-0.0338,0.11539497389401325,0.021587033144922906,-0.147265,2.5177495625746977,5.193358562806419,,,352.0708
352.0708,29.428,-0.099,0.051,25.458,0.068,0.042,-0.118,0.021,0.004,-0.117,0.026,0.014,0.533,-0.112,1.311,-0.001,0.145,0.076,0.0,0.003,0.0,851.989,-0.0,0.0,-0.0,0.0,0.0,-0.136,0.0,0.0,0.6678,-0.6275,0.4005,-0.389,-0.7529,-0.531,0.6347,0.1988,-0.7468,0.9103,0.0272,0.413,0.2571,-0.819,-0.5129,0.3243,0.5731,-0.7526,-0.0004,0.0033,0.0,-0.0017,-0.0017,0.0,-27.2969,37.2614,47.1991,-0.0714,-0.1948,-0.0529,0.0,0.0434,-0.3668,0.0,0.0,0.0,2846186.4968,1839308.6188,5814754.5043,-4707.1685,-4755.8541,3808.9777,2846213.7937,1839271.3573,5814707.3052,-4707.097,-4755.6593,3809.0306,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.1917,-1.702,0.0655,0.0024,0.0226,-0.9998,-0.0093,0.9997,0.0226,-1.0,-0.0093,-0.0026,0.0,-1.0429,-0.0101,0.11136426715962351,0.021377558326431952,-0.14714,2.543855452348887,5.188950388288707,,,352.2801
352.2801,29.404,-0.095,0.052,25.434,0.073,0.045,-0.117,0.02,0.004,-0.117,0.023,0.012,0.534,-0.085,1.323,-0.001,0.108,0.037,-0.001,0.003,0.0,851.921,-0.0,0.0,-0.0,0.0,0.0,-0.136,0.0,0.0,0.668,-0.6274,0.4002,-0.3893,-0.7529,-0.5306,0.6342,0.1987,-0.7472,0.9102,0.0273,0.4133,0.2573,-0.8192,-0.5125,0.3246,0.5729,-0.7527,-0.0012,0.0025,0.0,-0.0017,-0.0017,0.0,-27.3118,37.2212,47.188,-0.0714,-0.1948,-0.0529,0.0,0.0434,-0.3668,0.0,0.0,0.0,2845211.0526,1838323.1148,5815543.5923,-4707.9395,-4756.3523,3807.4022,2845238.3644,1838285.8936,5815496.4043,-4707.8681,-4756.1575,3807.455,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.1671,-1.6979,0.0666,0.0018,0.023,-0.9998,-0.0094,0.9997,0.0229,-1.0,-0.0093,-0.0019,0.0,-1.0311,0.0105,0.10830050784737807,0.02039607805437114,-0.14702,2.567885848983418,5.184718540751704,,,352.4881
352.4881,29.38,-0.091,0.052,25.409,0.078,0.047,-0.117,0.02,0.004,-0.117,0.02,0.008,0.534,-0.068,1.326,0.0,0.063,-0.01,-0.002,0.002,0.0,851.839,-0.0,0.0,-0.0,0.0,0.0,-0.207,0.0,0.0,0.6682,-0.6273,0.4001,-0.3895,-0.7531,-0.5302,0.6339,0.1984,-0.7476,0.91,0.0275,0.4136,0.2575,-0.8194,-0.5121,0.3248,0.5726,-0.7527,-0.0018,0.0019,0.0,-0.0017,-0.0017,0.0,-27.3267,37.1808,47.1769,-0.0714,-0.1948,-0.0529,0.0,0.0434,-0.3668,0.0,0.0,0.0,2844230.4717,1837332.4802,5816336.3773,-4708.7141,-4756.8528,3805.8184,2844257.7984,1837295.2994,5816289.2004,-4708.6428,-4756.6579,3805.8713,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.1429,-1.6939,0.0666,0.0013,0.0231,-0.9997,-0.0093,0.9997,0.0231,-1.0,-0.0093,-0.0015,0.0,-1.0213,0.023,0.10480935072788114,0.02039607805437114,-0.1469,2.591784245941334,5.180486693214701,,,352.6993
352.6993,29.355,-0.087,0.053,25.384,0.081,0.048,-0.117,0.02,0.004,-0.117,0.016,0.005,0.534,-0.059,1.319,0.001,0.022,-0.053,-0.003,0.001,0.0,851.764,-0.0,0.0,-0.0,0.0,0.0,-0.231,0.0,0.0,0.6683,-0.6271,0.4002,-0.3897,-0.7534,-0.5297,0.6336,0.1981,-0.7478,0.9099,0.0276,0.4139,0.2577,-0.8196,-0.5118,0.3251,0.5723,-0.7528,-0.0026,0.0011,0.0,-0.0017,-0.0017,0.0,-27.3416,37.1403,47.1658,-0.0713,-0.1948,-0.0529,0.0,0.0434,-0.3668,0.0,0.0,0.0,2843248.431,1836340.4289,5817129.8794,-4709.4896,-4757.3536,3804.2323,2843275.7726,1836303.2885,5817082.7136,-4709.4182,-4757.1588,3804.2851,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.1179,-1.69,0.0678,0.0009,0.0231,-0.9997,-0.0093,0.9998,0.0231,-0.9999,-0.0093,-0.0012,0.0,-1.0167,0.0317,0.10187246929372036,0.02039607805437114,-0.146775,2.5834905524693315,5.17607851869699,,,352.9036
352.9036,29.331,-0.083,0.054,25.361,0.084,0.049,-0.117,0.02,0.003,-0.117,0.013,0.004,0.535,-0.057,1.304,0.002,0.007,-0.1,-0.003,0.0,0.0,851.693,-0.0,0.0,-0.0,0.0,0.0,-0.231,0.0,0.0,0.6684,-0.6268,0.4005,-0.3898,-0.7537,-0.5292,0.6335,0.1976,-0.7481,0.9097,0.0278,0.4143,0.2579,-0.8198,-0.5114,0.3254,0.572,-0.7529,-0.0034,0.0004,0.0,-0.0017,-0.0017,0.0,-27.3566,37.0992,47.1545,-0.0713,-0.1948,-0.0528,0.0,0.0434,-0.3667,0.0,0.0,0.0,2842248.9971,1835330.8684,5817936.9645,-4710.2783,-4757.863,3802.6181,2842276.3537,1835293.7692,5817889.81,-4710.207,-4757.6682,3802.671,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,29.094,-1.6859,0.0688,0.0007,0.023,-0.9998,-0.0093,0.9997,0.0231,-1.0,-0.0093,-0.001,0.0,-1.0143,0.0383,0.09902019995940223,0.020223748416156685,-0.146655,2.57580293801311,5.171846671159986,,,353.1096
