SimTime,COG Pos.x [m],COG Pos.y [m],COG Pos.z [m],Port Pos.x [m],Port Pos.y [m],Port Pos.z [m],COG Vel.x [m],COG Vel.y [m],COG Vel.z [m],Port Vel.x [m],Port Vel.y [m],Port Vel.z [m],Rot Angle.x [deg],Rot Angle.y [deg],Rot Angle.z [deg],Rot. Rate.x [deg/s],Rot. Rate.y [deg/s],Rot. Rate.z [deg/s],Rot. Rate.x [deg/s] (VLCS),Rot. Rate.y [deg/s] (VLCS),Rot. Rate.Z [deg/s] (VLCS),Tank mass [kg],THC.z,THC.y,THC.x,RHC.z,RHC.y,RHC.x,MFDLeft,MFDRight,MyROT.m11,MyROT.m12,MyROT.m13,MyROT.m21,MyROT.m22,MyROT.m23,MyROT.m31,MyROT.m32,MyROT.m33,TgtRot.m11,TgtRot.m12,TgtRot.m13,TgtRot.m21,TgtRot.m22,TgtRot.m23,TgtRot.m31,TgtRot.m32,TgtRot.m33,MyAngVel.x,MyAngVel.y,MyAngVel.z,TgtAngVel.x,TgtAngVel.y,TgtAngVel.z,RelPos.x,RelPos.y,RelPos.z,RelVel.x,RelVel.y,RelVel.z,MySs.x,MySs.y,MySs.z,TgtSs.x,TgtSs.y,TgtSs.z,MyLVPos.x,MyLVPos.y,MyLVPos.z,MyLVVel.x,MyLVVel.y,MyLVVel.z,TgtLVPos.x,TgtLVPos.y,TgtLVPos.z,TgtLVVel.x,TgtLVVel.y,TgtLVVel.z,MyDockPos.x,MyDockPos.y,MyDockPos.z,MyDockDir.x,MyDockDir.y,MyDockDir.z,MyDockRot.x,MyDockRot.y,MyDockRot.z,TgtDockPos.x,TgtDockPos.y,TgtDockPos.z,TgtDockDir.x,TgtDockDir.y,TgtDockDir.z,TgtDockRot.x,TgtDockRot.y,TgtDockRot.z,Lateral Offset,Lateral Velocity,Ideal Approach Vel,Angle to Port,Approach Cone,Max Rot Angle,Max Rot Velocity,Shifted_SimTime
0.1393,83.467,-25.792,3.694,79.798,-24.277,3.524,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.339,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.977,-0.0395,-0.2097,-0.21,-0.3519,-0.9122,-0.0378,0.9352,-0.3521,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.091,-0.015,0.109,41.396,114.8877,18.2968,0.0,0.0435,-0.3742,0.0,0.0,0.0,4230465.1139,3320555.9019,4046819.4112,-3057.6735,-3552.982,6107.8208,4230423.7179,3320441.0142,4046801.1144,-3057.5825,-3552.967,6107.7118,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.055189502285337,0.15472879499304582,-0.417335,6.178564271390259,14.717484098793445,,,0.3529
0.3529,83.454,-25.825,3.691,79.785,-24.307,3.521,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.369,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.977,-0.0395,-0.2093,-0.2097,-0.3522,-0.9121,-0.0377,0.9351,-0.3524,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0909,-0.015,0.1091,41.3767,114.8845,18.3199,0.0,0.0435,-0.3742,0.0,0.0,0.0,4229815.8576,3319801.5199,4048115.9567,-3058.8476,-3553.9035,6106.6975,4229774.4809,3319686.6354,4048097.6367,-3058.7566,-3553.8885,6106.5884,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.087431954870528,0.15472879499304582,-0.41727,6.197156609538553,14.715191848044235,,,0.5575
0.5575,83.44,-25.857,3.688,79.772,-24.337,3.518,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.398,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9771,-0.0396,-0.2089,-0.2093,-0.3526,-0.9121,-0.0375,0.935,-0.3528,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0909,-0.015,0.1091,41.3579,114.8814,18.3425,0.0,0.0435,-0.3742,0.0,0.0,0.0,4229184.2603,3319067.7464,4049376.5321,-3059.9891,-3554.7994,6105.6047,4229142.9024,3318952.865,4049358.1896,-3059.8982,-3554.7844,6105.4956,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.118686663000496,0.15472879499304582,-0.4172,6.207943022336775,14.712723270314317,,,0.7631
0.7631,83.427,-25.888,3.685,79.76,-24.367,3.515,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.427,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9772,-0.0397,-0.2086,-0.209,-0.3529,-0.912,-0.0374,0.9348,-0.3531,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0909,-0.015,0.1092,41.3393,114.8783,18.3648,0.0,0.0435,-0.3742,0.0,0.0,0.0,4228557.9908,3318340.2501,4050625.7868,-3061.1204,-3555.6872,6104.5213,4228516.6515,3318225.3718,4050607.422,-3061.0296,-3555.6722,6104.4121,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.14895349722432,0.15472879499304582,-0.41713500000000003,6.205605632295869,14.710431019565108,,,0.9727
0.9727,83.413,-25.92,3.682,79.747,-24.397,3.512,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.457,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9773,-0.0398,-0.2082,-0.2087,-0.3532,-0.912,-0.0373,0.9347,-0.3535,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0908,-0.015,0.1092,41.3203,114.8752,18.3876,0.0,0.0435,-0.3742,0.0,0.0,0.0,4227918.0666,3317596.9823,4051901.5737,-3062.2758,-3556.5939,6103.4142,4227876.7463,3317482.1071,4051883.1861,-3062.185,-3556.5789,6103.305,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.180212451391608,0.15472879499304582,-0.41706499999999996,6.216397115997001,14.707962441835189,,,1.1763
1.1763,83.4,-25.952,3.679,79.734,-24.427,3.509,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.485,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9773,-0.0398,-0.2078,-0.2083,-0.3535,-0.9119,-0.0371,0.9346,-0.3538,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0908,-0.015,0.1092,41.3017,114.8722,18.41,0.0,0.0435,-0.3742,0.0,0.0,0.0,4227290.1862,3316867.7915,4053152.6569,-3063.4088,-3557.4829,6102.3281,4227248.8845,3316752.9194,4053134.2469,-3063.318,-3557.4679,6102.2189,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.211473537365276,0.15472879499304582,-0.41700000000000004,6.221641086851003,14.70567019108598,,,1.4238
1.4238,83.389,-25.977,3.677,79.724,-24.45,3.506,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.508,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9774,-0.0399,-0.2076,-0.2081,-0.3538,-0.9119,-0.0371,0.9345,-0.3541,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0908,-0.015,0.1093,41.2871,114.8697,18.4275,0.0,0.0435,-0.3742,0.0,0.0,0.0,4226798.2957,3316296.5942,4054132.2951,-3064.296,-3558.179,6101.4773,4226757.0086,3316181.7245,4054113.8675,-3064.2053,-3558.1641,6101.368,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.235945913955533,0.15472879499304582,-0.41694499999999995,6.237717009699057,14.703730594298186,,,1.6317
1.6317,83.371,-26.021,3.672,79.707,-24.492,3.502,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.549,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9775,-0.04,-0.207,-0.2076,-0.3543,-0.9118,-0.0369,0.9343,-0.3546,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0907,-0.0149,0.1093,41.2608,114.8654,18.4592,0.0,0.0435,-0.3742,0.0,0.0,0.0,4225909.9669,3315265.1772,4055900.4064,-3065.8974,-3559.4354,6099.9409,4225868.7061,3315150.3118,4055881.9472,-3065.8067,-3559.4204,6099.8315,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.27881323423872,0.15472879499304582,-0.416855,6.2398776481740885,14.700556708645433,,,1.8337
1.8337,83.357,-26.052,3.669,79.694,-24.521,3.499,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.578,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9776,-0.0401,-0.2067,-0.2073,-0.3546,-0.9118,-0.0367,0.9342,-0.3549,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0907,-0.0149,0.1094,41.2426,114.8624,18.4813,0.0,0.0435,-0.3742,0.0,0.0,0.0,4225291.5833,3314547.2905,4057130.4176,-3067.0115,-3560.3093,6098.8714,4225250.3408,3314432.4281,4057111.9363,-3066.9208,-3560.2944,6098.762,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.309090919300118,0.15472879499304582,-0.416785,6.251298450072782,14.698088130915515,,,2.0359
2.0359,83.344,-26.084,3.666,79.682,-24.551,3.496,-0.065,-0.154,-0.015,-0.061,-0.145,-0.015,-0.142,-2.458,21.606,-0.0,0.0,0.141,-0.0,0.0,-0.0,882.779,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6804,-0.5948,-0.428,-0.3583,0.2394,-0.9024,0.6392,0.7674,-0.0503,0.9777,-0.0402,-0.2063,-0.207,-0.3549,-0.9117,-0.0366,0.934,-0.3553,-0.0,0.0,-0.0,-0.0017,-0.0017,0.0,-0.0906,-0.0149,0.1094,41.2242,114.8594,18.5034,0.0,0.0435,-0.3742,0.0,0.0,0.0,4224669.5891,3313825.2971,4058366.9419,-3068.1315,-3561.1879,6097.7957,4224628.3649,3313710.4377,4058348.4385,-3068.0408,-3561.1729,6097.6863,0.0,0.0765,3.9732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.1,-36.453,0.0,0.0,-1.0,-0.7071,0.7071,0.0,26.340360893503338,0.15472879499304582,-0.41672,6.262274792356803,14.695795880166305,,,2.2391
